# Simulation 1 (Up to date),
# 2735 data points written for 2 variables.,
# Simulation warnings:,
#   No recovery device defined in the simulation.,
#,
# Drag coefficient (​),Mach number (​)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.,
# Event IGNITION occurred at t=0 seconds,
# Event LAUNCH occurred at t=0 seconds,
0.443,0.196
0.443,0.194
0.443,0.193
0.443,0.191
0.443,0.19
0.443,0.188
0.443,0.186
0.442,0.185
0.442,0.183
0.442,0.182
0.442,0.18
0.442,0.179
0.442,0.177
0.442,0.176
0.442,0.174
0.442,0.172
0.442,0.171
0.442,0.169
0.442,0.168
0.441,0.166
0.441,0.165
0.441,0.163
0.441,0.162
0.441,0.16
0.441,0.159
0.441,0.157
0.441,0.155
0.441,0.154
0.441,0.152
0.441,0.151
0.441,0.149
0.441,0.148
0.441,0.146
0.441,0.145
0.44,0.143
0.44,0.142
0.44,0.14
0.44,0.139
0.44,0.137
0.44,0.136
0.44,0.134
0.44,0.133
0.44,0.131
0.44,0.129
0.44,0.128
0.44,0.126
0.44,0.125
0.44,0.123
0.44,0.122
0.44,0.12
0.44,0.119
0.439,0.117
0.439,0.116
0.439,0.114
0.439,0.113
0.439,0.111
0.439,0.11
0.439,0.108
0.439,0.107
0.439,0.105
0.439,0.104
0.439,0.102
0.439,0.101
0.439,0.099
0.439,0.098
0.439,0.096
0.439,0.095
0.439,0.093
0.439,0.092
0.439,0.09
0.439,0.089
0.439,0.087
0.439,0.086
0.439,0.084
0.438,0.083
0.438,0.081
0.438,0.08
0.438,0.078
0.438,0.077
0.438,0.075
0.438,0.074
0.438,0.072
0.438,0.071
0.438,0.069
0.438,0.068
0.438,0.066
0.438,0.065
0.438,0.063
0.438,0.062
0.438,0.06
0.438,0.059
0.438,0.057
0.438,0.056
0.438,0.054
0.438,0.053
0.438,0.051
0.438,0.05
0.438,0.048
0.439,0.047
0.44,0.045
